0.12222,0.00019538,0.0044321,22262
0.23743,0.00040495,0.010045,22263
0.16484,0.00016448,0.0034587,22264
0.11251,0.0002858,0.01335,22265
0.15315,1.0713e-18,-0,22266
0.19141,1.674e-05,0.0014207,22267
0.19996,3.2584e-18,-0,22268
0.1987,5.863e-05,0.0011935,22269
0.25254,0.0019626,0.038215,22270
0.16638,0.00017465,0.0068454,22271
0.11739,3.9026e-05,0.0024865,22272
0.11796,1.4913e-05,0.0013834,22273
0.28349,0,-0,22274
0.14751,1.1142e-06,0.00011114,22275
0.17035,0.0029434,0.025226,22276
0.14974,0.00023179,0.0032527,22277
0.18471,1.6249e-05,0.00096661,22278
0.27687,0.00089458,0.027858,22279
0.39724,0.00014104,0.0074836,22280
0.61589,3.9349e-18,-0,22281
0.26712,6.107e-18,-0,22282
0.25652,0,-0,22283
0.2264,0,-0,22284
0.18666,3.9449e-06,0.00025842,22285
0.18674,0.00094923,0.0067609,22286
0.17184,0.00067087,0.010534,22287
0.22565,7.778e-05,0.0015815,22288
0.21081,6.9022e-05,0.0046292,22289
0.24495,2.7667e-18,-0,22290
0.28398,0.00024043,0.013698,22291
0.31506,0.00062806,0.025759,22292
0.18234,0,-0,22293
0.19701,5.7591e-06,0.00027311,22294
0.42605,0.00021454,0.010919,22295
0.33565,2.8224e-18,-0,22296
0.19607,0.0011368,0.022152,22297
0.1936,0.00010999,0.0017424,22298
0.21079,0.00043708,0.01386,22299
0.37368,0,-0,22300
0.16008,0.00034854,0.010358,22301
0.15692,2.0016e-18,-0,22302
0.15265,0.0015844,0.017014,22303
0.16626,0.0005784,0.0097356,22304
0.17156,0.00026492,0.0017408,22305
0.16316,0.00038768,0.005249,22306
0.18022,0.00068004,0.018524,22307
0.16574,5.2334e-18,-0,22308
0.16718,5.2207e-05,0.00026634,22309
0.14628,0.0032825,0.055056,22310
0.21066,3.1417e-18,-0,22311
0.15991,9.4624e-05,0.0014339,22312
0.12847,4.3632e-07,4.9984e-05,22313
0.17196,0.0006968,0.011063,22314
0.16299,0.0022853,0.020837,22315
0.18336,0.00053033,0.017286,22316
0.25205,0,-0,22317
0.16293,0.0002849,0.0080222,22318
0.16623,0.014005,0.056992,22319
0.20699,0.00050854,0.014688,22320
0.14746,0.0032446,0.053425,22321
0.19644,0.00012926,0.0046484,22322
0.29676,0.00051762,0.02738,22323
0.15872,0,-0,22324
0.1902,1.6966e-18,-0,22325
0.16894,0.00033048,0.0045378,22326
0.16795,0.011525,0.051671,22327
0.15263,0.0020871,0.019386,22328
0.21305,0.00063584,0.01904,22329
0.21064,0.00014107,0.0074534,22330
0.15788,0.014413,0.11628,22331
0.1771,0.00012373,0.0023702,22332
0.38489,0.0001328,0.0055263,22333
0.15064,0.00051537,0.023697,22334
0.12393,8.7955e-06,0.00091806,22335
0.19381,0.001107,0.021709,22336
0.28676,4.9946e-18,-0,22337
0.17164,0.00065693,0.010307,22338
0.18023,0.0007767,0.020652,22339
0.16815,0.00098754,0.040629,22340
0.17655,2.0918e-05,0.00083994,22341
0.2256,0.00031693,0.0085806,22342
0.13522,0.00025497,0.006558,22343
0.15069,0.00041976,0.018532,22344
0.21143,0,-0,22345
0.29426,0.00040941,0.021932,22346
0.18862,2.8164e-05,0.0027124,22347
0.1973,0.0012042,0.02265,22348
0.20296,0.00066892,0.014689,22349
0.17172,0,-0,22350
0.18042,0.0036047,0.022656,22351
0.16678,0.014314,0.057991,22352
0.19296,7.1169e-06,0.00029324,22353
0.28028,0,-0,22354
0.23087,0.00053292,0.012911,22355
0.21178,1.281e-05,0.0010708,22356
0.2543,7.8899e-05,0.0022029,22357
0.21945,0.00049411,0.015182,22358
0.35682,0,-0,22359
0.23099,1.9729e-18,-0,22360
0.23076,7.6414e-18,-0,22361
0.15454,0.0014615,0.018328,22362
0.24604,0.00013606,0.0095017,22363
0.20753,3.4113e-18,-0,22364
0.16661,0.00018823,0.0076177,22365
0.17651,0,-0,22366
0.15649,2.1604e-18,-0,22367
0.44121,0,-0,22368
0.16304,0.0028027,0.022723,22369
